uid,local_model_dir,commit,commit_date,eval_date,params,accuracy,evaluate,pareto,reward,vali_evaluated,hf_account,flops,score,block,ext_idx,lr
119,/root/.bittensor/subnets/NASChain/cache/models--vinningrev201--nonproteinaceous/snapshots/d56f5b303090cfabdcc632732788bb3b83e0849d/model.pt,main,2024-10-02 14:59:55+00:00,2024-10-02 15:17:54,100000.0,92.0,True,False,False,True,vinningrev201/nonproteinaceous,26000000.0,0.0,3955731.0,2147483647.0,0.025
96,/root/.bittensor/subnets/NASChain/cache/models--nasassass--real_nas05136239/snapshots/3b73b870f5f376253ce3d886e90732910023dbb9/model.pt,3b73b870f5f376253ce3d886e90732910023dbb9,2024-09-24 16:34:04+00:00,2024-10-03 20:52:51,20000.0,84.0,True,True,True,True,nasassass/real_nas05136239,3000000.0,0.031202770519681712,3898624.0,2147483647.0,0.025
97,/root/.bittensor/subnets/NASChain/cache/models--buttdestroyer2--naschain_5/snapshots/ccdd4f2962969d2c60c5de0b0e477b763a5ac5dc/model.pt,ccdd4f2962969d2c60c5de0b0e477b763a5ac5dc,2024-10-09 22:17:55+00:00,2024-10-09 22:56:36,60000.0,90.0,True,False,False,True,buttdestroyer2/naschain_5,11000000.0,0.0,4008302.0,2147483647.0,0.025
200,/root/NASChain/cache/models--khanhnn55--nas77d65c56e948/snapshots/d336a683186225f757d0c8de5a84753b7c17fa85/model.pt,d336a683186225f757d0c8de5a84753b7c17fa85,2024-10-15 02:53:18+00:00,2024-10-15 03:03:32,20000.0,87.0,True,True,True,True,khanhnn55/nas77d65c56e948,6000000.0,0.03783860418020387,4045601.0,2147483647.0,0.025
121,/root/.bittensor/subnets/NASChain/cache/models--rich-kid--nas1/snapshots/1bb24c885a72dadcde12e7fe707982d921a2194f/model.pt,1bb24c885a72dadcde12e7fe707982d921a2194f,2024-10-05 15:25:43+00:00,2024-10-05 15:34:07,30000.0,84.0,True,True,True,True,rich-kid/nas1,2000000.0,0.03119862369657403,3977460.0,2147483647.0,0.025
131,/root/NASChain/cache/models--honghee2--naschain_5/snapshots/9518aaaa1f0ba1dfa116404c458493922f5ca5b9/model.pt,9518aaaa1f0ba1dfa116404c458493922f5ca5b9,2024-10-17 08:02:02+00:00,2024-10-18 13:59:19,40000.0,86.0,True,False,False,False,honghee2/naschain_5,5000000.0,0.0,4061512.0,2147483647.0,0.025
12,/root/.bittensor/subnets/NASChain/cache/models--Rich-J--nas_key1/snapshots/b7fc84ac7d3e240cb8410b38fe011a8f85cf97f9/model.pt,b7fc84ac7d3e240cb8410b38fe011a8f85cf97f9,2024-10-07 05:30:05+00:00,2024-10-07 05:32:13,50000.0,86.0,True,False,False,False,Rich-J/nas_key1,13000000.0,0.0,3988882.0,2147483647.0,0.025
33,/root/.bittensor/subnets/NASChain/cache/models--Rich-J--nas_key2/snapshots/41b56ab554f7759fa074cf86f031d3ef21a6a6ac/model.pt,41b56ab554f7759fa074cf86f031d3ef21a6a6ac,2024-10-07 05:34:12+00:00,2024-10-07 06:02:31,100000.0,90.0,True,False,False,False,Rich-J/nas_key2,25000000.0,0.0,3988903.0,2147483647.0,0.025
123,/root/NASChain/cache/models--khanhnn55--nas1691c0b6ab8a/snapshots/e5b5c38b168e04762f59d4a7658a2d74d1e8daa2/model.pt,e5b5c38b168e04762f59d4a7658a2d74d1e8daa2,2024-10-15 06:19:03+00:00,2024-10-15 06:35:25,100000.0,92.0,True,True,True,True,khanhnn55/nas1691c0b6ab8a,16000000.0,0.05052850963656759,4046629.0,2147483647.0,0.025
127,/root/.bittensor/subnets/NASChain/cache/models--khanhnn55--nas5e5663ab76f7/snapshots/0659f29ce91d3511803697229be3a579d9c010ff/model.pt,0659f29ce91d3511803697229be3a579d9c010ff,2024-10-07 14:43:30+00:00,2024-10-07 15:19:56,10000.0,80.0,True,True,True,True,khanhnn55/nas5e5663ab76f7,1000000.0,0.024074427184331056,3991642.0,2147483647.0,0.025
230,/root/NASChain/cache/models--nasgod01--nasd2b97003fd5d/snapshots/b58d4cf4ae9a31bba3fbcbcda7966be0823dfae1/model.pt,b58d4cf4ae9a31bba3fbcbcda7966be0823dfae1,2024-10-13 16:30:15+00:00,2024-10-13 17:17:30,90000.0,92.0,True,True,True,True,nasgod01/nasd2b97003fd5d,23000000.0,0.04981502101139382,4035311.0,2147483647.0,0.025
15,/root/.bittensor/subnets/NASChain/cache/models--snickers3--naschain_5/snapshots/0315a667e43da67bd7609618c0cd4c9ba57563e8/model.pt,0315a667e43da67bd7609618c0cd4c9ba57563e8,2024-10-08 14:50:31+00:00,2024-10-08 16:12:07,30000.0,87.0,True,True,True,True,snickers3/naschain_5,5000000.0,0.03783357546013948,3998871.0,2147483647.0,0.025
4,/root/NASChain/cache/models--anhdroid--naschain_5/snapshots/06cda54303df807ddc67e9a5803f746aed957ee0/model.pt,06cda54303df807ddc67e9a5803f746aed957ee0,2024-10-12 03:52:31+00:00,2024-10-12 04:44:34,700000.0,90.0,True,False,False,False,anhdroid/naschain_5,52000000.0,0.0,4024360.0,2147483647.0,0.025
69,/root/NASChain/cache/models--aquafina001--real_nas11043740/snapshots/db674ff5f644e172050b606ac40abdf6e904e938/model.pt,db674ff5f644e172050b606ac40abdf6e904e938,2024-10-11 01:06:14+00:00,2024-10-11 01:09:24,600000.0,94.0,True,False,False,True,aquafina001/real_nas11043740,140000000.0,0.0,4016339.0,2147483647.0,0.025
74,/root/NASChain/cache/models--aquafina001--real_nas16691549/snapshots/57c82ff7628beef654d7896fb79e0b3021dc6067/model.pt,57c82ff7628beef654d7896fb79e0b3021dc6067,2024-10-11 08:31:57+00:00,2024-10-11 09:38:56,10000.0,82.0,True,True,True,True,aquafina001/real_nas16691549,2000000.0,0.027442451884860067,4018567.0,2147483647.0,0.025
102,/root/NASChain/cache/models--aquafina001--real_nas14948091/snapshots/2e27844c88a005a359d7b5d74f696924242c4529/model.pt,2e27844c88a005a359d7b5d74f696924242c4529,2024-10-10 22:44:51+00:00,2024-10-10 23:24:48,20000.0,83.0,True,True,True,True,aquafina001/real_nas14948091,2000000.0,0.02926032688927258,4015632.0,2147483647.0,0.025
207,/root/NASChain/cache/models--aquafina001--real_nas96191545/snapshots/4f0ce574bcc7c0fba6a79438c00463ced7666852/model.pt,4f0ce574bcc7c0fba6a79438c00463ced7666852,2024-10-13 21:10:32+00:00,2024-10-13 21:13:38,20000.0,85.0,True,False,False,True,aquafina001/real_nas96191545,5000000.0,0.0,4036712.0,2147483647.0,0.025
45,/root/NASChain/cache/models--habibi1488--naschain_5/snapshots/065e340b9a09e165d45d0676ec635fa87f4facbb/model.pt,065e340b9a09e165d45d0676ec635fa87f4facbb,2024-10-14 00:32:48+00:00,2024-10-14 01:03:26,20000.0,86.0,True,True,True,True,habibi1488/naschain_5,5000000.0,0.03548306476978362,4037713.0,2147483647.0,0.025
148,/root/NASChain/cache/models--net31--naschainv148/snapshots/9a034e7cde65be1c5f745db467b804ea32cbb041/model.pt,9a034e7cde65be1c5f745db467b804ea32cbb041,2024-10-14 15:53:30+00:00,2024-10-14 17:50:09,20000.0,81.0,True,True,True,True,net31/naschainv148,1000000.0,0.025669193556066564,4042310.0,2147483647.0,0.025
125,/root/NASChain/cache/models--aquafina001--real_nas82328538/snapshots/92b2ab676e4be2bacdb37635b3e4b8d544ab6f8e/model.pt,92b2ab676e4be2bacdb37635b3e4b8d544ab6f8e,2024-10-10 21:51:51+00:00,2024-10-14 17:47:41,100000.0,92.0,True,False,False,True,aquafina001/real_nas82328538,17000000.0,0.0,4015367.0,2147483647.0,0.025
231,/root/NASChain/cache/models--khanhnn55--nas2521fa211def/snapshots/5698f3263187cf1516fa96b102bf0ee6554fbc43/model.pt,5698f3263187cf1516fa96b102bf0ee6554fbc43,2024-10-12 02:11:43+00:00,2024-10-14 17:57:13,500000.0,94.0,True,True,True,True,khanhnn55/nas2521fa211def,130000000.0,0.039731077254327965,4023855.0,2147483647.0,0.025
232,/root/NASChain/cache/models--nasgod01--nas356b3f1444e5/snapshots/01c56daf75c5c11f8b848b77ba30abe2fbadec12/model.pt,01c56daf75c5c11f8b848b77ba30abe2fbadec12,2024-10-13 04:30:25+00:00,2024-10-14 17:57:25,200000.0,93.0,True,True,True,True,nasgod01/nas356b3f1444e5,30000000.0,0.0509303515095991,4031720.0,2147483647.0,0.025
